frame_index,material_id,formula,n_atoms,ref_bec_asr_max_abs,pred_bec_asr_max_abs
631,mp-17791,Cd16Se24Si4,44,3.999999999998449e-05,8.300000038374833e-07
317,mp-1190798,C6Cr4N12,22,3.999999999995674e-05,1.0700000009356003e-06
496,mp-30294,S16Sn4Sr8,28,3.99999999999331e-05,9.700000018764143e-07
101,mp-573514,Cs8Sb8,16,3.999999999992898e-05,2.9999999995311555e-07
708,mp-17792,Ge4Hg6K4S16,30,3.999999999992898e-05,6.500000000186912e-07
498,mp-23427,Bi8O24Ti6,38,3.999999999992898e-05,2.759999991663875e-06
302,mp-571162,Ca12Ga8N16,36,3.9999999999915103e-05,2.4899999959693275e-06
989,mp-20316,P4Pb4Se12,20,3.9999999999845715e-05,1.1999999962597485e-06
617,mp-1119092,Cs24N40W16,80,3.999999999981796e-05,2.8300000129988234e-06
349,mp-8946,B6S12Tl6,24,3.999999999981796e-05,5.999999936889822e-07
1135,mp-1205652,Cl6Ni2Tl2,10,3.999999999981796e-05,4.1000000050583907e-07
676,mp-1189341,Hf2Pb2Se8Tl4,16,3.999999999981796e-05,2.6299999995593737e-06
630,mp-16839,N12Na12W4,28,3.999999999976245e-05,1.590000000550873e-06
495,mp-21892,Al8O16Pb4,28,3.999999999976245e-05,2.8500000042175344e-06
838,mp-541013,I8Ti2,10,3.999999999970694e-05,3.499999985945301e-07
422,mp-1228724,As4Rh4Se4,12,3.999999999970694e-05,4.800000010796168e-07
408,mp-30001,Ba32N38Nb10,80,3.999999999970694e-05,1.8100000063192567e-06
786,mp-30930,Al4I12,16,3.999999999970694e-05,2.0999999944537606e-07
613,mp-560748,Cl24F16Sb8,48,3.9999999999595914e-05,9.299999998990671e-07
282,mp-1246788,Mg4N6Nb2,12,3.9999999999595914e-05,1.9100000008265283e-06
688,mp-1106080,C6Ba6Ir2N6,20,3.999999999937387e-05,1.1700000017711432e-06
1381,mp-1080693,Bi4Cs4Pd2,10,3.999999999937387e-05,3.599999991443781e-07
559,mp-31116,La4O12Sc4,20,3.999999999937387e-05,2.6100000023454584e-06
428,mp-29909,Ba8I12O2,22,3.999999999937387e-05,5.499999979896586e-07
1172,mp-29117,I14Ta6Te2,22,3.999999999937387e-05,7.100000014581553e-07
1418,mp-30126,B8Ba4S16,28,3.9999999999207336e-05,1.7299999957032242e-06
423,mp-1228810,As4Ir4Se4,12,3.9999999999151825e-05,6.69999999813875e-07
562,mp-697047,H8Li6Rh2,16,3.999999999892978e-05,3.0999999978131854e-07
1062,mp-1238804,Cs8I12Pb2,22,3.9999999998707736e-05,1.800000022367243e-07
221,mp-8666,Ag8Cs8O8,24,3.9999999998707736e-05,1.4199999991415524e-06
1400,mp-677323,Li22Sb10Ti2,34,3.999999999848569e-05,8.09999998185873e-07
265,mp-675645,Pb4S16Tb8,28,3.999999999848569e-05,3.330000003742839e-06
167,mp-8253,Na5O6Re,12,3.999999999848569e-05,2.3000000037853852e-07
528,mp-1019550,Be4Ge4N8,16,3.999999999848569e-05,2.6100000001250123e-06
1197,mp-865384,Pd4Ru4Tm8,16,3.999999999848569e-05,1.2099999997516875e-06
1232,mp-999052,Al4Mn4Ti8,16,3.999999999848569e-05,9.599999999387876e-07
1200,mp-865603,Ir4Rh4Y8,16,3.999999999848569e-05,1.4299999997469115e-06
1211,mp-866178,Al4Li8Nd4,16,3.999999999848569e-05,7.399999988333406e-07
593,mp-15999,Au2Li6S4,12,3.999999999848569e-05,5.900000008551842e-07
318,mp-1205361,I6Rh2Te12,20,3.999999999848569e-05,7.100000003479323e-07
1410,mp-27539,La4O10Re2,16,3.999999999848569e-05,2.1500000024765598e-06
455,mp-867507,Fe8Ga4Ta4,16,3.999999999848569e-05,3.810000005266545e-06
628,mp-975115,O8Rb2Tc2,12,3.999999999848569e-05,4.699999989199455e-07
1239,mp-1190030,Au6La6Sb8,20,3.999999999826365e-05,7.400000009982755e-07
471,mp-1101755,Ge4Pt4S4,12,3.99999999980416e-05,3.1000000000336314e-07
472,mp-1245510,Mg6Mo2N8,16,3.99999999980416e-05,1.3099999991439404e-06
1351,mp-972448,B4S12Sm4,20,3.99999999980416e-05,7.100000054549582e-07
1139,mp-14624,Au2K10P4,16,3.99999999980416e-05,5.399999993827009e-07
534,mp-771248,Ge8Na8O20,36,3.999999999781956e-05,1.3200000035240578e-06
693,mp-1191203,Cu4Ni4S12Sb4,24,3.999999999759751e-05,8.500000000521979e-07
429,mp-29910,I12O2Sr8,22,3.999999999759751e-05,5.499999979896586e-07
447,mp-861950,Au4Ca8Sb4,16,3.999999999759751e-05,3.3400000003513952e-06
51,mp-942,Au6F18,24,3.999999999748649e-05,5.800000002498251e-07
1019,mp-754605,Li4Lu4O8,16,3.999999999737547e-05,4.279999998191286e-06
702,mp-560625,Cl2O8Pb2Re2,14,3.9999999997153424e-05,1.1799999996009447e-06
1196,mp-865374,Os4Pd4Tm8,16,3.999999999693138e-05,1.679999999781856e-06
543,mp-1207629,O12Rh4Y4,20,3.9999999996709334e-05,2.2900000018477584e-06
1174,mp-555218,Ba8Br12O2,22,3.9999999996709334e-05,8.59999996993821e-07
1213,mp-867146,Nb4Ru8Sc4,16,3.9999999996709334e-05,2.620000000952416e-06
1184,mp-3652,Fe4S12Ta18,34,3.9999999996709334e-05,9.799999967086137e-07
473,mp-1245967,N8W2Zn6,16,3.9999999996709334e-05,4.799999997473492e-07
1219,mp-867912,Ba8Hg4Sn4,16,3.999999999648729e-05,9.099999995765273e-07
1374,mp-556857,Cd4O12V4,20,3.999999999648729e-05,2.8099999997976965e-06
706,mp-567177,Ag8K4Nb4Se16,32,3.99999999960432e-05,5.900000040193198e-07
636,mp-8479,S16Si4Tl16,36,3.9999999995821156e-05,5.499999982117032e-07
1462,mp-695170,Al6N4Nd6O24Si6,46,3.999999999537707e-05,5.020000001909608e-06
653,mp-771260,Hf8O28Y8,44,3.999999999537707e-05,2.339999996880948e-06
460,mp-23341,Bi4O14Pt4,22,3.999999999515502e-05,3.5200000019219857e-06
1220,mp-979420,Er4Ir8Y4,16,3.999999999493298e-05,3.3499999947395054e-06
1189,mp-861978,Hf8Ir4Re4,16,3.999999999493298e-05,3.7999999964455355e-06
524,mp-755802,K8Mg4O8,20,3.999999999493298e-05,8.499999983868634e-07
1205,mp-866085,Ir4Rh4Tm8,16,3.999999999493298e-05,2.6299999995593737e-06
1188,mp-861507,Al4Ir8Sc4,16,3.99999999940448e-05,4.039999994542853e-06
1435,mp-23571,Ba8Bi6K2O2,18,3.999999999315662e-05,5.899999986347382e-07
1198,mp-865519,Ru8Ta4Y4,16,3.999999998960391e-05,2.159999997974893e-06
1192,mp-865179,Fe4Hf8Os4,16,3.999999998871573e-05,2.8899999948706068e-06
438,mp-1019560,B8Ca8O20,36,3.999999998671733e-05,8.399999955610582e-07
180,mp-768440,Li24S32V8,64,3.9999999986051193e-05,6.400000005513107e-07
135,mp-11660,Hf12N16,28,3.9999999979833945e-05,5.020000012567749e-06
1405,mp-33449,AgS8Tb5,14,3.0000000006413785e-05,1.6800000013361682e-06
768,mp-672204,Ga12Ru4,16,3.000000000330516e-05,2.140000001205067e-06
1155,mp-1019589,Ce3O16Zr5,24,3.000000000330516e-05,4.300000014723082e-06
1118,mp-29305,O24Pb3Re6,33,3.0000000002528004e-05,2.629999998227106e-06
521,mp-3838,Li10N8Re2,20,3.0000000001528804e-05,7.100000010140661e-07
469,mp-765466,Co2Ga4O8,14,3.0000000001528804e-05,1.2100000001957767e-06
1082,mp-573316,Cs2Pt4Se6,12,3.000000000130676e-05,1.7000000052114217e-07
212,mp-559724,Br8S9Ta4,21,3.000000000130676e-05,5.900000000780281e-07
436,mp-29877,H27K6Re3,36,3.000000000091818e-05,5.60000000343619e-07
482,mp-1120741,Cl6Cs2Hf,9,3.000000000086267e-05,1.3999999997894576e-07
441,mp-27834,Cl6PtTl2,9,3.000000000041858e-05,3.499999995382197e-07
939,mp-753802,O7Sc2Ti2,11,3.000000000027113e-05,2.3800000028550983e-06
476,mp-1025396,NbSe4Tl3,8,3.0000000000196536e-05,7.199999998430684e-07
611,mp-33940,Mg4O8Pt2,14,3.0000000000141025e-05,2.1300000008217523e-06
468,mp-755731,O14Pb4Ta4,22,3.000000000010373e-05,1.659999999933763e-06
1448,mp-17568,Ag6Ge6P12Sn4,28,3.000000000009939e-05,1.0200000013504962e-06
1178,mp-504607,In6O18Y6,30,3.0000000000090017e-05,4.039999987437426e-06
1043,mp-29287,Br10Co2Cs6,18,3.0000000000085514e-05,1.699999971904731e-07
1101,mp-9272,Pt4S6Tl2,12,3.0000000000085514e-05,4.600000000909432e-07
958,mp-13336,RbSc5Te8,14,3.0000000000057758e-05,1.5499999999057934e-06
594,mp-3592,Au4K4S20,28,3.0000000000033472e-05,4.6999999974567386e-07
165,mp-7219,Na4Se6Zr2,12,3.0000000000030003e-05,9.500000015538745e-07
464,mp-4842,Al4S8Zn2,14,3.0000000000030003e-05,9.500000008877407e-07
1052,mp-29796,Al9Cl36Ho3,48,3.0000000000002247e-05,7.000000032397757e-07
625,mp-1223306,LaTe6Tl9,16,3.0000000000002247e-05,3.6999999863951416e-07
1121,mp-541937,In6S12Zn3,21,2.999999999999998e-05,1.810000006763346e-06
1068,mp-1079364,Cs2F6Tc,9,2.999999999997449e-05,3.0000000006413785e-07
1434,mp-560515,Cl10K4ORu2,17,2.999999999997449e-05,4.5999999961909843e-07
633,mp-5151,Cd8Ge2S12,22,2.999999999997449e-05,1.2100000001957767e-06
1096,mp-643047,H12Ba3Ir2,17,2.999999999991898e-05,7.099999999038431e-07
1314,mp-27442,Cr4I12Rb4,20,2.999999999986347e-05,2.3999999831936236e-07
172,mp-1147776,K3Se4V,8,2.9999999999308358e-05,3.3000000065896984e-07
369,mp-1176792,Ag3F6Li3,12,2.9999999999308358e-05,4.800000010796168e-07
698,mp-14037,F6NaRhTl2,10,2.9999999999308358e-05,5.999999996841865e-07
1186,mp-5478,O8Pd6Tl2,16,2.9999999999308358e-05,9.400000002823816e-07
313,mp-504482,Al6In6S18,30,2.9999999999308358e-05,2.130000001043797e-06
458,mp-1400392,Cr4Mg2S8,14,2.9999999998642224e-05,7.100000019022445e-07
850,mp-32899,Li22S11,33,2.999999999797609e-05,6.700000050319233e-07
283,mp-1385961,Co2F10Mg2,14,2.9999999997643023e-05,1.1800000006001454e-06
463,mp-4086,La4O14Sn4,22,2.9999999996199733e-05,3.5899999999422505e-06
409,mp-31231,Mo4N14Sr10,28,2.9999999993535198e-05,2.7399999913413353e-06
1333,mp-674842,Er4O14Zr4,22,2.999999999220293e-05,4.289999998352556e-06
979,mp-1019893,La6N22Si12,40,2.000000001878277e-05,1.1900000025377722e-06
724,mp-557343,B4O28P4Zn12,48,2.000000001389779e-05,1.429999985980146e-06
10,mp-510032,Ge12Os8,20,2.00000000134537e-05,3.1100000024153474e-06
654,mp-8346,Ge8Lu8O28,44,2.0000000011677344e-05,2.3900000050147696e-06
1421,mp-14420,Be4Er4Ge2O14,24,2.0000000007902585e-05,2.7600000043204176e-06
1230,mp-756347,O14Pt4Y4,22,2.000000000768054e-05,1.0900000007030286e-06
686,mp-554150,Cu2Ge2Nd6S14,24,2.000000000768054e-05,7.599999984897465e-07
1346,mp-640889,Cu12Te12Tm4,28,2.000000000768054e-05,1.7399999983069847e-06
439,mp-12955,Ag4Ho4Se8,16,2.000000000723645e-05,1.4500000005135405e-06
700,mp-18789,C16Co4O16Tl4,40,2.0000000006403784e-05,1.8400000015850182e-06
1429,mp-1228784,Ba10Br4IN5,20,2.0000000006348273e-05,8.500000023836662e-07
1453,mp-1105201,Ba5In4S7Te4,20,2.0000000006348273e-05,9.600000037135459e-07
566,mp-1213733,Cr2Mo2O8,12,2.0000000006348273e-05,3.5699999987315323e-06
671,mp-1104693,C6H2Ca4Li2,14,2.000000000612623e-05,1.430000000302023e-06
918,mp-552,Sb8Th6,14,2.0000000005904184e-05,3.6000000180891334e-07
184,mp-1029349,N4Se6Y8,18,2.0000000005460095e-05,4.799999970828139e-07
1397,mp-541032,As10I2Te14,26,2.0000000005460095e-05,2.039999999592368e-06
175,mp-22506,As6Cs12In2,20,2.0000000005460095e-05,3.600000002546011e-07
1445,mp-1105268,C6Ba6N6Rh2,20,2.0000000005460095e-05,8.7000000048576e-07
1437,mp-1188093,Pb2S8Tl4Zr2,16,2.0000000005460095e-05,1.0600000019955758e-06
1408,mp-38442,Cs2Nd10Se16,28,2.0000000005016005e-05,2.519999990457933e-06
1168,mp-27853,Br8Hg12Te8,28,2.0000000005016005e-05,4.5000000081785174e-07
663,mp-1191787,Ca6Li2O12Os2,22,2.0000000005016005e-05,2.8700000038739404e-06
709,mp-1217830,O12Ta2Tl2W2,18,2.0000000004571916e-05,3.8000000004423384e-06
648,mp-14416,Be4Ge2O14Sm4,24,2.0000000004571916e-05,3.330000001966482e-06
357,mp-541368,O7Tl4V2,13,2.0000000003683738e-05,7.100000001258877e-07
467,mp-755026,La4O14Pt4,22,2.000000000323965e-05,4.179999998799033e-06
699,mp-562523,Cs6F6Mo4O12,28,2.000000000323965e-05,1.9599999948605173e-06
666,mp-559864,Br2In2S8Sb4,16,2.000000000323965e-05,1.6600000007915838e-06
355,mp-29927,Br2F12Pb7,21,2.0000000003017604e-05,1.0399999996746345e-06
721,mp-1213705,Cs4Ga2Na2P4,12,2.000000000279556e-05,7.300000008925167e-07
432,mp-556049,Br12O2Sr8,22,2.000000000279556e-05,6.600000004297613e-07
980,mp-16995,N22Si12Sm6,40,2.000000000279556e-05,9.49999997335027e-07
1137,mp-1228446,C2Al6B2,10,2.000000000279556e-05,5.100000022295603e-07
224,mp-1029595,N8Na12Os4,24,2.000000000235147e-05,1.0699999994923104e-06
539,mp-1029536,Mg4N8Zr4,16,2.000000000235147e-05,1.549999995020812e-06
1021,mp-1178424,Co2Ni2O6,10,2.000000000235147e-05,9.500000013318299e-07
247,mp-558781,O8Sc2Ta2,12,2.000000000235147e-05,1.669999999620586e-06
1458,mp-15221,Cu2Nb2Rb4S8,16,2.000000000235147e-05,8.399999986696827e-07
1430,mp-23774,H12Al2K4Li2,20,2.000000000235147e-05,3.4999999842799667e-07
299,mp-19247,O8Sc2V2,12,2.0000000002129426e-05,9.499999960027594e-07
271,mp-19331,Mn2Ni2O6,10,2.000000000190738e-05,1.1900000012055045e-06
1055,mp-1019323,HN3Th2,6,2.000000000190738e-05,5.100000013413819e-07
53,mp-655,As6Na18,24,2.000000000190738e-05,1.0399999985644115e-06
503,mp-1095180,As4Ca4Cd2,10,2.000000000190738e-05,4.799999988591708e-07
730,mp-767688,C2Na2Nd2O14P2,22,2.0000000001685336e-05,8.999999982495233e-07
68,mp-540783,O8Os2,10,2.0000000001685336e-05,8.200000005675889e-07
319,mp-15013,B6Rb6S12,24,2.0000000001685336e-05,1.9000000128777117e-07
1307,mp-29187,Co4P12Si12,28,2.0000000001518803e-05,1.7299999970354918e-06
1003,mp-1013527,Be4Ge4P8,16,2.0000000001463292e-05,9.600000014930998e-07
675,mp-753899,C2FeLiO6,10,2.0000000001463292e-05,1.240000000901631e-06
220,mp-8603,Ag4O4Rb4,12,2.0000000001463292e-05,2.7999999918648655e-07
1455,mp-17128,Cs2O24P8Tb2,36,2.0000000001463292e-05,1.0600000048821556e-06
685,mp-510539,Cu2Dy6Se14Sn2,24,2.0000000001463292e-05,1.2799999997703537e-06
857,mp-1027692,Mo4Se8,12,2.0000000001241247e-05,1.6999999993827508e-07
1378,mp-28557,Ag4Cl8Pd2,14,2.0000000001241247e-05,2.700000000244174e-07
720,mp-569454,As4Br4Cd4Hg4,16,2.0000000001241247e-05,1.9000000117674887e-07
1045,mp-9075,Cd2Cu2F8,12,2.0000000001130225e-05,9.999999999177334e-07
185,mp-1029784,C3N6Rb6,15,2.0000000001130225e-05,7.799999990343309e-07
1037,mp-29894,Hg4O8W2,14,2.0000000001019203e-05,1.0100000014112709e-06
1393,mp-510075,Au5Cs7O2,14,2.0000000001019203e-05,3.900000002943216e-07
826,mp-31503,Mg18Sn10,28,2.0000000001019203e-05,1.0199999993520947e-06
712,mp-11116,Cd2Cs2Se6Y2,12,2.0000000001019203e-05,1.1299999989056175e-06
1124,mp-1216763,O6Ti2V2,10,2.0000000001019203e-05,1.680000000892079e-06
1130,mp-989524,La2N6W2,10,2.0000000001019203e-05,1.9000000004432138e-06
459,mp-22356,Hg2In4S8,14,2.0000000001019203e-05,8.199999990132767e-07
583,mp-1178403,Cs4O6Ti2,12,2.0000000001019203e-05,3.4600000029527678e-06
1383,mp-1205533,I6Sn2Tl2,10,2.0000000001019203e-05,5.999999990180527e-07
158,mp-505634,Cs4Te6,10,2.0000000001019203e-05,2.400000003177638e-07
589,mp-1206689,As4Cs4Ni2,10,2.0000000001019203e-05,8.399999995578611e-07
1379,mp-1078965,Cs4Pd2Sb4,10,2.0000000001019203e-05,3.800000001330517e-07
882,mp-1021484,Ce3Se6,9,2.0000000001019203e-05,5.89999999300872e-07
1331,mp-863261,As4Cd2Sr4,10,2.0000000001019203e-05,7.299999995602491e-07
257,mp-36358,Ca2Gd4S8,14,2.0000000001019203e-05,1.6899999955022338e-06
689,mp-1080747,C2Al2O2Sc2,8,2.0000000001019203e-05,2.609999999680923e-06
1046,mp-1245429,Mg2N4Zr2,8,2.0000000001019203e-05,2.040000000036457e-06
588,mp-1206558,As4Cs4Pt2,10,2.0000000001019203e-05,2.2000000043931323e-07
592,mp-1079149,Ba4Sb4Zn2,10,2.0000000001019203e-05,4.799999997473492e-07
1394,mp-1104130,Au4Ba2P8,14,2.000000000096369e-05,4.499999999296733e-07
1370,mp-8857,As4Cs4Pd2,10,2.0000000000797158e-05,2.700000000244174e-07
978,mp-753197,Hf4O16Ti4,24,2.0000000000797158e-05,4.670000015583042e-06
371,mp-14797,Pt4Rb2Se6,12,2.0000000000797158e-05,2.300000000454716e-07
595,mp-505633,Cs4S8Zn6,18,2.0000000000797158e-05,1.0700000001584442e-06
1413,mp-7206,Ag2O8Tc2,12,2.0000000000686136e-05,1.0099999991908248e-06
963,mp-27979,I6La2,8,2.0000000000575113e-05,7.200000005092022e-07
292,mp-28766,K4S6Ti2,12,2.0000000000575113e-05,5.299999989993864e-07
1042,mp-20805,F8Pb2Pd2,12,2.0000000000575113e-05,7.800000001688401e-07
704,mp-1103709,Br4Cd2I4Rb4,14,2.0000000000575113e-05,4.2999999938508893e-07
39,mp-1185959,Mg2S4,6,2.0000000000575113e-05,2.500000002569891e-07
279,mp-770618,Mg2Mn2O6,10,2.0000000000575113e-05,2.1500000004781583e-06
1372,mp-9856,Cs4Se6Zr2,12,2.0000000000575113e-05,2.900000009020687e-07
942,mp-989638,Ca2N6Tc2,10,2.000000000046409e-05,1.3100000000321188e-06
60,mp-974434,F8Ru2,10,2.000000000035307e-05,5.400000000488347e-07
832,mp-571442,I6Y2,8,2.000000000035307e-05,2.900000012351356e-07
751,mp-1078443,As4Se6,10,2.000000000035307e-05,5.299999996655202e-07
714,mp-556405,C2F2La2N4,10,2.000000000035307e-05,2.2699999970843265e-06
941,mp-989616,Ca4N12W4,20,2.000000000035307e-05,6.3700000048072525e-06
705,mp-11925,Cu8Rb4Se16Ta4,32,2.000000000035307e-05,4.6000000164525545e-07
232,mp-1206532,F4NiTl2,7,2.000000000035307e-05,1.0699999994923104e-06
188,mp-11639,Ge2Rb4S6,12,2.000000000035307e-05,7.099999992377093e-07
1380,mp-1079513,As4K4Pt2,10,2.000000000035307e-05,4.1999999988995285e-07
1364,mp-18726,Cr2Ni2O8,12,2.000000000035307e-05,1.5499999999057934e-06
841,mp-14506,Al14Te20,34,2.0000000000242046e-05,5.600000014815976e-07
597,mp-573947,Cs4Mn2Se4,10,2.0000000000242046e-05,2.3000000171080615e-07
1154,mp-997036,Au2Cd2O4,8,2.0000000000186535e-05,3.2999999996508045e-07
658,mp-1445093,Ca2CrO6W,10,2.000000000015878e-05,6.200000000067263e-07
1461,mp-12385,Ba2O6TaY,10,2.0000000000131024e-05,1.1799999999340116e-06
828,mp-22849,Bi2I6,8,2.0000000000131024e-05,3.69999999305648e-07
1368,mp-643023,H8Mg4Ru2,14,2.0000000000131024e-05,1.530000000471432e-06
782,mp-23185,F8Xe2,10,2.0000000000131024e-05,6.700000003689865e-07
179,mp-556422,Cl12Nb4O4,20,2.0000000000131024e-05,1.6500000021846262e-06
324,mp-1018630,As2Be2Ca,5,2.0000000000131024e-05,6.000000003503203e-07
189,mp-1206230,O2Rb2Tl2,6,2.0000000000131024e-05,3.500000005374204e-07
1444,mp-18126,Cu2Se14Sn2Tb6,24,2.0000000000131024e-05,8.600000003244901e-07
644,mp-1222661,CdLi2MgP2,6,2.0000000000131024e-05,4.799999997473492e-07
645,mp-550553,Bi2Cd2Cl2O4,10,2.0000000000131024e-05,1.2499999977322318e-06
399,mp-22991,Cs2I6V2,10,2.0000000000131024e-05,2.1000000016702103e-07
413,mp-505212,Au2Cs6O2,10,2.0000000000131024e-05,3.2000000027565534e-07
888,mp-21255,Fe4Ge4,8,2.0000000000131024e-05,1.2000000002565514e-06
272,mp-30943,Mg2P2Se6,10,2.0000000000131024e-05,4.900000003527083e-07
325,mp-1097065,HfLi2N2,5,2.0000000000131024e-05,1.4300000001910007e-06
190,mp-1219343,Cu4Sc4Se8,16,2.0000000000131024e-05,4.900000004082194e-07
1000,mp-21179,Ni2O8W2,12,2.0000000000131024e-05,1.199999999368373e-06
407,mp-28691,I2Ta2Te8,12,2.0000000000131024e-05,2.6999999980237277e-07
1318,mp-13542,Ge2Te8Zr2,12,2.0000000000131024e-05,5.699999999775329e-07
1034,mp-28744,Br8Os2Y8,18,2.0000000000131024e-05,1.849999999858909e-06
1457,mp-574620,Cs2Se6Y2Zn2,12,2.0000000000131024e-05,4.900000032392882e-07
725,mp-18805,CoMoO6Sr2,10,2.0000000000131024e-05,9.500000013318299e-07
752,mp-1206891,I6Rh2,8,2.0000000000131024e-05,2.3999999981816345e-07
657,mp-1216423,Ag3HgO4V,9,2.0000000000131024e-05,1.66000000012545e-06
661,mp-1206187,Cl6LiRb2Rh,10,2.0000000000131024e-05,7.20000000065113e-07
233,mp-1206640,F4FeRb2,7,2.0000000000131024e-05,5.399999993827009e-07
1341,mp-754113,Cl2O2Tm2,6,2.0000000000131024e-05,8.400000002239949e-07
943,mp-989643,Co2La2N6,10,2.0000000000131024e-05,1.1299999994052179e-06
561,mp-541037,Cs2Cu2O2,6,2.0000000000131024e-05,5.300000001096095e-07
1050,mp-989604,Mo8N24Y8,40,2.0000000000131024e-05,4.899999986651693e-06
507,mp-31114,Ga2Ho6O12,20,2.0000000000131024e-05,1.440000004571118e-06
1390,mp-1069771,PdRb2Se2,5,2.0000000000131024e-05,2.9000000034695717e-07
992,mp-30216,I12K4Re2,18,2.000000000010327e-05,3.9000000023881043e-07
290,mp-19913,Ba6In4P8,18,2.000000000010327e-05,6.700000002579642e-07
944,mp-1025340,Cu2Se4W,7,2.0000000000075513e-05,1.4000000003733248e-07
612,mp-35236,Ga4Ni2O8,14,2.0000000000075513e-05,2.7499999990521218e-06
1407,mp-37829,La5Se8Tl,14,2.0000000000072043e-05,1.2100000015280443e-06
530,mp-1029791,Mg4N8Sn4,16,2.0000000000047757e-05,5.900000008551842e-07
1009,mp-37183,Gd4S8Sr2,14,2.0000000000047757e-05,3.200000000039543e-07
722,mp-1221831,Fe2Ga2Mn2O8,14,2.0000000000047757e-05,7.300000022247843e-07
402,mp-1029699,C3Cs6N6,15,2.000000000003388e-05,1.2000000000345068e-06
1156,mp-1019595,Ce5O16Zr3,24,2.000000000003041e-05,5.2699999923966345e-06
1115,mp-643683,H4Ba10Ga12,26,2.000000000002347e-05,8.499999983868634e-07
1454,mp-12011,Ge2K2S8Tb2,14,2.0000000000020002e-05,3.700000013040494e-07
750,mp-1025442,I6Ir2,8,2.0000000000020002e-05,3.799999999942738e-07
291,mp-28011,S6Sn4Tl4,14,2.0000000000020002e-05,7.000000006307516e-07
210,mp-35687,C4Be2N4,10,2.0000000000020002e-05,1.299999999870849e-07
494,mp-30532,I8Tl4Zn2,14,2.0000000000020002e-05,5.400000003819017e-07
284,mp-1401720,Ca2F10V2,14,2.0000000000020002e-05,4.800000006355276e-07
1125,mp-1540546,F6Pb2Rb2,10,2.0000000000020002e-05,6.099999984021665e-07
301,mp-567913,Au2Cs2Se6,10,2.00000000000161e-05,3.5999999994928977e-07
995,mp-551873,Bi2Ca4O,7,2.0000000000013063e-05,6.100000002895456e-07
366,mp-1029479,Ca2In4N4,10,2.0000000000000486e-05,7.20000002285559e-07
1160,mp-768479,O6Sc2Y2,10,2.0000000000000052e-05,4.800000050764197e-07
667,mp-607477,CsCu2Sc3Te6,12,2.0000000000000052e-05,1.079999999209491e-06
585,mp-1205511,Ni2P4Rb4,10,1.9999999999999998e-05,4.80000000413483e-07
713,mp-1214348,Ag2Ba2La2Te6,12,1.9999999999999212e-05,3.2000000049769994e-07
1449,mp-505166,CuErO8W2,12,1.9999999999992246e-05,8.599999998804009e-07
1387,mp-610744,Cs4Mn2Te4,10,1.9999999999992246e-05,1.399999998985546e-07
7,mp-137,Ge12,12,1.999999999997837e-05,5.299999996828675e-07
219,mp-8335,Ba2O4Zr,7,1.99999999999749e-05,1.2099999997516875e-06
209,mp-763464,MnO9Zr4,14,1.999999999996449e-05,3.459999996735519e-06
1406,mp-35264,AgPr5Se8,14,1.999999999996449e-05,9.599999959419847e-07
241,mp-7469,Cu4Na4O4,12,1.999999999996449e-05,1.1699999995506971e-06
1325,mp-567817,Ge2Hf2Te8,12,1.999999999996449e-05,5.90000000411095e-07
1047,mp-555769,Bi4O12Sc4,20,1.999999999996449e-05,1.3000000027574288e-06
1025,mp-556492,CoF6Pt,8,1.999999999996449e-05,6.599999995415828e-07
1431,mp-546561,Cr2Nd2O2S4,10,1.999999999996449e-05,7.199999996210238e-07
719,mp-551826,Br4NbOTl,7,1.9999999999940638e-05,4.799999997473492e-07
659,mp-673624,MgNb2O9Pb3,15,1.9999999999936735e-05,1.9100000023808406e-06
278,mp-754246,O6Sn2Ti2,10,1.999999999990898e-05,1.2000000024769975e-06
328,mp-1205774,Cs2F6Re,9,1.999999999990898e-05,8.300000005068142e-07
427,mp-12905,Ba6Cr2N6,14,1.999999999990898e-05,1.2999999978724475e-06
1415,mp-10419,N6Na8Re2,16,1.999999999990898e-05,5.299999994434756e-07
890,mp-1103842,Os3P12,15,1.999999999990898e-05,6.699999985926297e-07
767,mp-607450,In12Ru4,16,1.999999999990898e-05,2.7600000009897485e-06
1382,mp-1084770,Au2Bi2K4,8,1.999999999990898e-05,1.5999999991578306e-07
1152,mp-28926,Ba10N12Ti4,26,1.999999999990898e-05,1.77999999295686e-06
303,mp-752733,Ga4O10Ti2,16,1.999999999986648e-05,2.390000002572279e-06
652,mp-1078748,InO6Sr2Ta,10,1.999999999985347e-05,2.75000000282688e-06
586,mp-1205560,As4Pd2Rb4,10,1.9999999999797957e-05,1.8999999978897009e-07
1020,mp-1078834,F6LiRu,8,1.9999999999797957e-05,5.399999993827009e-07
393,mp-1080570,Br6Cs2Ni2,10,1.9999999999797957e-05,3.3000000021488063e-07
582,mp-1078709,Au2Bi2Na4,8,1.9999999999686935e-05,6.099999998454564e-07
701,mp-24052,H16Ca4Mg4Ni4,28,1.9999999999686935e-05,7.500000023252795e-07
246,mp-553961,Nb2O8Sc2,12,1.9999999999686935e-05,1.1900000003173261e-06
1061,mp-1205332,Br6Rh2Te12,20,1.9999999999686935e-05,5.800000009096704e-07
1385,mp-1205648,As4Ni2Rb4,10,1.9999999999575913e-05,3.900000002943216e-07
298,mp-19162,La2O8V2,12,1.999999999946489e-05,1.3000000018692504e-06
