frame_index,material_id,formula,n_atoms,ref_bec_asr_max_abs,pred_bec_asr_max_abs
555,mp-28413,Ga12Na8Sb12,32,0.8046000000000006,6.299999975034609e-07
869,mp-1321,Cd8Sb8,16,0.8031600000000032,3.5000000098150963e-07
191,mp-700,Ge4Se4,8,0.7910600000000012,9.499999986672947e-07
90,mp-1244,Ge16Sr8,24,0.7506000000000022,1.3199999981949873e-06
329,mp-14791,As2Ge2Te5,9,0.6671200000000006,1.0800000000976695e-06
416,mp-7438,K2Sb2Zn2,6,0.6553799999999992,3.49999999649242e-07
870,mp-2139,Ba8Ge16,24,0.6310000000000002,6.800000015849683e-07
107,mp-224,S4W2,6,0.6136899999999998,2.6999999980237277e-07
1212,mp-866229,Ca2HgSn,4,0.4940099999999998,1.8999999987223681e-07
33,mp-2076,Se2Zr,3,0.4889399999999995,4.799999997473492e-07
108,mp-2815,Mo2S4,6,0.4852599999999999,2.8999999968082335e-07
42,mp-23290,Cl12Pt6,18,0.4809500000000009,5.200000001703842e-07
824,mp-7262,As16Zn8,24,0.44072000000000155,3.200000000952441e-07
898,mp-1990,As16Mg24,40,0.41298000000000146,3.499999954303945e-07
382,mp-19270,Fe6O18Ti6,30,0.4103400000000126,4.51000000945001e-06
1006,mp-22386,Ag2In2Te4,8,0.40558000000000005,6.000000007944095e-07
489,mp-16238,AgLi2Sb,4,0.4025300000000005,1.8000000001627825e-07
1132,mp-10667,Ag2P2Sr2,6,0.3790300000000002,5.900000008551842e-07
361,mp-7771,As2Cd2Sr,5,0.35030999999999946,4.700000002522131e-07
1098,mp-8281,As2BaCd2,5,0.3483699999999992,5.899999999670058e-07
1073,mp-28591,HgNa4P2,7,0.3482499999999997,2.299999999344493e-07
1352,mp-11152,Pt8Sb8Si8,24,0.34627999999999837,1.3899999946609398e-06
117,mp-570285,Br32Si8,40,0.33960000000000123,2.6000000014070324e-07
1027,mp-623087,Br14Re6Te14,34,0.33726000000000034,5.699999990338434e-07
822,mp-567290,La2N2,4,0.33574000000000037,7.100000010140661e-07
335,mp-28554,AsCa2I,4,0.3303200000000004,2.300000001564939e-07
1358,mp-11265,Ba4Ca4Sn4,12,0.328479999999999,4.200000023324435e-07
517,mp-17830,Au2Ge8Rb6,16,0.3172399999999991,6.500000002684914e-07
487,mp-4043,Cu3NbSe4,8,0.31645999999999985,1.8999999995550354e-07
547,mp-16252,Ba4Ca4Ge4,12,0.31587999999999994,4.900000005747529e-07
1206,mp-866105,Ca2HgPb,4,0.3138000000000005,1.1000000021965661e-07
1250,mp-9295,Cu3TaTe4,8,0.30071999999999965,1.8000000001627825e-07
893,mp-569522,Mn6P24,30,0.2978999999999943,3.200000003755754e-06
1340,mp-510341,Au2Cs6Ge8,16,0.2973599999999985,1.9999999967268423e-07
1234,mp-30252,CaNa10Sn12,23,0.29647000000000245,3.800000001330517e-07
479,mp-30253,Na10Sn12Sr,23,0.2795299999999987,4.7000000091834693e-07
880,mp-8883,As2Ga2,4,0.27832000000000034,2.400000000957192e-07
770,mp-2441,Cd24P16,40,0.27728000000000774,1.3100000035848325e-06
744,mp-15622,Hf2Se6,8,0.27681999999999973,1.550000001238061e-06
359,mp-7430,CaCd2Sb2,5,0.27493000000000123,5.899999999670058e-07
551,mp-20726,Ca4Sn4Sr4,12,0.2738000000000014,5.400000002708794e-07
742,mp-685043,B18Br18,36,0.272980000000001,6.000000005446093e-07
1377,mp-7084,Ca4Si4Sr4,12,0.2472000000000012,1.2000000002010403e-07
961,mp-978,Sn4Sr8,12,0.24451999999999963,4.700000006963023e-07
26,mp-568742,Hg8I16,24,0.23989999999999845,5.90000001521318e-07
1089,mp-9479,Al2MgSe4,7,0.23232999999999993,4.800000001914384e-07
1338,mp-7691,B16Mo4Y4,24,0.23224000000000178,1.5999999987137414e-06
873,mp-2576,Ge4Sr8,12,0.23052000000000028,7.100000005699769e-07
548,mp-16253,Ba4Ca4Si4,12,0.22552000000000127,7.100000005699769e-07
1369,mp-7773,As2Au2Na4,8,0.22068,3.1000000100256386e-07
419,mp-9899,Ag2Ba2P2,6,0.21921000000000035,8.499999994970864e-07
536,mp-29397,Pt8Si8Te8,24,0.21631999999999074,2.5600000013170643e-06
599,mp-8719,K4Mn2Te4,10,0.21557999999999944,1.5000000003206893e-07
519,mp-27849,Br2N2Ti2,6,0.21519999999999984,3.6000000136482413e-07
1109,mp-14790,As2GeTe4,7,0.2151499999999995,1.1799999999340116e-06
545,mp-12418,Ca4Ge4Sr4,12,0.2100799999999996,8.299999998406804e-07
3,mp-19,Te3,3,0.20453,5.899999999670058e-07
342,mp-541911,Cl2Hf2N2,6,0.20055,4.7999999930326e-07
739,mp-32,Ge8,8,0.19775999999999996,1.8000000000000008e-07
456,mp-867799,AuBiCa2,4,0.1921699999999999,1.199999999368373e-07
1264,mp-15988,CuLi2Sb,4,0.1892100000000001,2.299999999344493e-07
1214,mp-867207,HgPbSr2,4,0.18820999999999977,1.7999999979423364e-07
453,mp-867169,HgSnSr2,4,0.18582000000000032,4.799999999138826e-07
263,mp-5518,Ag2Ga2Se4,8,0.17871999999999932,6.999999999646178e-07
1419,mp-675977,Ag4Bi4S8,16,0.17792000000000474,9.500000004436515e-07
1180,mp-10161,KSbZn,3,0.17533999999999983,2.499999998128999e-07
243,mp-773137,Bi2Ca2K2,6,0.1705700000000001,2.9999999995311555e-07
801,mp-23174,Cl18Re6,24,0.16280000000000025,3.2999999949323566e-07
866,mp-23312,Br12Mo4,16,0.1610499999999998,4.800000005245053e-07
16,mp-27678,Cl6Y4,10,0.16032000000000002,1.200000006029711e-07
449,mp-865713,BiLi2Tl,4,0.15747999999999962,5.899999999670058e-07
1153,mp-29110,Al4Fe6Si6,16,0.1538200000000045,7.300000001153606e-07
897,mp-569814,Br32Ti8,40,0.15280000000000032,3.3999999976552786e-07
1161,mp-7939,Na2Nb2Se4,8,0.15242999999999998,3.1999999991483286e-07
746,mp-541844,Ge20Ir16,36,0.1494599999999986,4.520000003616076e-06
260,mp-3839,Cu2Ga2Te4,8,0.1488199999999993,6.499999998244022e-07
30,mp-28319,I8Pt4,12,0.14771999999999996,2.2999999991363262e-07
1012,mp-5213,Cd2P4Sn2,8,0.14098000000000122,2.500000007010783e-07
73,mp-11713,C5Si5,10,0.1377900000000012,1.1800000017103685e-06
112,mp-871,Fe4Si4,8,0.13626000000000005,4.700000006963023e-07
929,mp-19717,Pb4Te4,8,0.1349600000000013,2.8500000008868653e-06
88,mp-27267,P32Re8,40,0.13371999999998785,3.7999999924487327e-07
347,mp-8752,CdNa4P2,7,0.13000000000000034,3.699999999717818e-07
475,mp-18440,As8Nb2Rb14,24,0.12908000000000142,2.6999999902521665e-07
1288,mp-4964,PtSbY,3,0.1270199999999999,3.699999999717818e-07
437,mp-31235,Ba3Bi3Na3,9,0.12470000000000159,1.8000000112650127e-07
839,mp-7547,Ba2Se4,6,0.12406000000000006,8.90000000142166e-07
139,mp-11327,Rb2Se,3,0.12146000000000035,2.399999998736746e-07
1072,mp-29644,Bi4GeTe7,12,0.11969000000000207,1.1900000016495937e-06
89,mp-1106,Si4Sr8,12,0.11793999999999905,1.0999999995320309e-06
986,mp-768368,I2K4O,7,0.11748000000000047,2.9999999950902634e-07
1339,mp-17401,Au2Rb6Sn8,16,0.11678000000000055,2.6999999980237277e-07
843,mp-570136,Cu6I6,12,0.11573999999999984,1.7000000018807526e-07
910,mp-22408,Co2O2,4,0.11479000000000017,4.700000002522131e-07
294,mp-4016,Ga8S16Tl8,32,0.11132000000002007,1.0400000054477943e-06
1040,mp-652046,Br4Re12S16,32,0.11106000000000103,2.599999990304802e-07
1064,mp-540659,B12Ba6O24,42,0.1094200000000034,2.340000003764331e-06
945,mp-29091,Cu4S4Ti,9,0.10877000000000003,3.699999997497372e-07
1272,mp-22229,Cu16In4Tb4,24,0.10788000000000642,7.900000001948015e-07
492,mp-961673,FeTeTi,3,0.10599999999999943,1.4299999997469115e-06
917,mp-15661,C6Sc8,14,0.10467999999999922,4.899999992424853e-07
337,mp-29584,As2BeK4,7,0.10434000000000099,3.299999995487468e-07
1158,mp-30167,Br18Os4Rb6,28,0.10319000000000167,3.1999999922094347e-07
1375,mp-569267,Ca8Cd4Sb8,20,0.09795999999998806,8.199999981250983e-07
1265,mp-16313,Pt4Sb4Tb4,12,0.09695999999999882,5.19999999726295e-07
1173,mp-29689,I14Nb6Te2,22,0.09634000000000231,6.700000019232988e-07
111,mp-189,Ru4Si4,8,0.0955400000000024,4.599999989807202e-07
1257,mp-11390,Ga4Li4Si4,12,0.09479999999999889,5.299999994434756e-07
32,mp-567998,Cl8I8,16,0.09436000000000144,1.6999999941091914e-07
1335,mp-18458,P12Sn4Sr10,26,0.09432000000000773,9.60000000826966e-07
906,mp-1156,Ga4Sb4,8,0.09351999999999983,2.400000003177638e-07
799,mp-1591,C3Al4,7,0.0933900000000003,9.599999981624308e-07
776,mp-1392,P16Zn8,24,0.0931799999999986,3.600000003656234e-07
787,mp-540922,Cr8Te24,32,0.08863999999999891,5.999999996841865e-07
1389,mp-8934,As4Cs4Sn2,10,0.08578999999999937,2.700000000799285e-07
1354,mp-607818,Ge8Rh8Te8,24,0.08468000000000053,8.399999997799057e-07
64,mp-29487,Cl12Pd6,18,0.08436999999999983,3.900000010714777e-07
872,mp-23164,Bi8Se12,20,0.08239999999998471,1.4299999979705547e-06
563,mp-7392,Ag2Na4Sb2,8,0.08227999999999902,9.000000034120603e-08
835,mp-27857,Br16Pd8,24,0.08128000000000006,3.699999999197401e-07
331,mp-29624,Al2Mg2Se5,9,0.0808900000000008,1.0200000015725408e-06
142,mp-22916,BrNa,2,0.08061000000000007,1e-08
285,mp-14501,As12Ba2Pt8,22,0.07914000000000687,1.019999999796184e-06
806,mp-568233,Cd2I4,6,0.07851999999999992,3.699999999717818e-07
93,mp-2517,Ca8Si4,12,0.07806999999999675,9.499999995554731e-07
928,mp-1958,SrTe,2,0.07719999999999994,4.800000001914384e-07
1266,mp-16314,Pt4Sb4Tm4,12,0.07664000000000071,5.900000010772288e-07
909,mp-20012,In4Sb4,8,0.07615999999999978,8.399999993358165e-07
764,mp-29422,Cl8Hf2,10,0.0755600000000003,5.500000004321492e-07
499,mp-10223,Na4Pd2S4,10,0.07468999999999948,4.699999998081239e-07
1207,mp-866106,Ba2HgPb,4,0.07460999999999984,2.399999998736746e-07
114,mp-487,Mn2P8,10,0.07434000000000074,5.899999995229166e-07
968,mp-568208,Cl12Ir4,16,0.07235999999999948,5.499999996827487e-07
1175,mp-568400,C6Al6Sc2,14,0.0723400000000014,1.6600000027899853e-06
807,mp-568722,Br4Cd2,6,0.07198999999999978,6.999999968559933e-08
334,mp-27999,CuK5Sb2,8,0.07149000000000028,3.500000000933312e-07
554,mp-23366,Br16Co4Rb8,28,0.06941999999999982,5.800000024702712e-07
106,mp-1943,Ga4Se4,8,0.06896000000000013,5.899999997449612e-07
892,mp-27736,P20Re8,28,0.06892999999999727,1.660000004122253e-06
148,mp-2693,SeSn,2,0.06890000000000018,4.799999997473492e-07
330,mp-29208,Bi2CaMg2,5,0.06834000000000007,1.099999997755674e-07
411,mp-580748,Cl2Re6Se8,16,0.06833000000000045,3.1999999983156613e-07
875,mp-304,Ca8Ge4,12,0.06824000000000074,8.300000002847696e-07
1376,mp-5874,Ag4Te4Tl4,12,0.06811999999999863,1.3100000000321188e-06
1076,mp-3525,Sb2SeTe2,5,0.06679999999999975,4.900000005747529e-07
177,mp-567318,Sb4Se8Tl4,16,0.06531999999999627,1.4299999975264654e-06
732,mp-39249,Ba2La2Mg2O12Ru2,20,0.06522000000000006,4.28999999613211e-06
781,mp-15954,As8Rh4,12,0.06478000000000161,1.190000004314129e-06
1268,mp-16329,Er4Pt4Sb4,12,0.06427999999999967,6.099999991793226e-07
886,mp-7956,Na6Sb2,8,0.06417999999999946,4.0999999928459374e-07
1069,mp-10919,C2PtRb2,5,0.06339000000000006,2.599999997521252e-07
851,mp-554405,S5Zn5,10,0.062259999999999316,9.499999999995623e-07
1336,mp-20450,B16Cr4Y4,24,0.06167999999999793,2.9200000005169535e-06
785,mp-30092,Cl16Ti4,20,0.06114000000000097,5.200000002258953e-07
1090,mp-9872,BeK4P2,7,0.06088999999999967,5.100000000091143e-07
105,mp-14018,As2K6,8,0.059970000000000745,1.2000000104706032e-07
86,mp-16608,Os16Si24,40,0.059959999999986024,1.1199999992994591e-06
973,mp-38970,Ga4Te6,10,0.059779999999998945,2.4999999814756535e-07
74,mp-13456,S5Zn5,10,0.0595600000000025,9.699999987677899e-07
537,mp-505511,As8Co8Se8,24,0.059439999999998605,5.400000018251916e-07
15,mp-27666,Cl6Ir2,8,0.05935999999999986,2.1999999999522402e-07
1321,mp-14588,Na4Pt2Se4,10,0.058810000000000695,8.300000002847696e-07
31,mp-524,As28Ba6,34,0.058139999999991865,5.199999983662718e-07
229,mp-29073,Ge4Nb8Te16,28,0.05735999999999883,9.399999992831809e-07
966,mp-569815,Ru8Si16,24,0.05722000000001426,5.2499999938504516e-06
933,mp-408,GeMg2,3,0.05704999999999982,2.500000002569891e-07
22,mp-9548,As6Ge6,12,0.05691999999999919,3.9999999912332385e-07
618,mp-10955,Hg2Se4Sn,7,0.055749999999999744,4.7000000158448074e-07
2,mp-542605,Se32,32,0.05503999999999981,2.6000000000192536e-07
1007,mp-22811,Cu2In2Se4,8,0.05409999999999915,5.199999992822057e-07
1269,mp-16376,Ho4Pt4Sb4,12,0.053240000000000176,8.500000001632202e-07
336,mp-29151,Cl2Li5N,8,0.05267000000000044,2.300000000454716e-07
1231,mp-20817,Ge4Pt4Se4,12,0.05261999999999656,1.3099999991439404e-06
1077,mp-38605,Bi2SnTe4,7,0.05219999999999736,2.3800000006346522e-06
847,mp-22691,In2Se2,4,0.05195000000000005,2.400000003177638e-07
757,mp-27770,Cl6Rh2,8,0.05180000000000001,2.3000000026751621e-07
1276,mp-30452,Bi4Dy4Ni4,12,0.05151999999999965,7.300000002263829e-07
45,mp-541837,Bi2Se3,5,0.05120999999999887,7.100000010140661e-07
25,mp-567279,Cl4Zn2,6,0.04955999999999994,9.999999989185326e-08
96,mp-569994,Cd4I8,12,0.049399999999999555,4.800000003024607e-07
491,mp-9124,AsLiZn,3,0.047719999999999985,1.199999997147927e-07
444,mp-30062,Br6Cs2Pt,9,0.04754000000000025,2.400000002067415e-07
664,mp-18247,O12Rh2Sc2Sr6,22,0.0470600000000041,1.580000005496629e-06
849,mp-32750,Cu4I4,8,0.04689999999999994,1.7999999957218904e-07
1095,mp-505825,C2Cs2Pt,5,0.04658999999999991,2.29999999823427e-07
1267,mp-16327,Dy4Pt4Sb4,12,0.04556000000000093,1.0199999995741393e-06
47,mp-7988,Cs2O,3,0.045460000000000056,3.500000000933312e-07
754,mp-27397,Br6Ir2,8,0.04513000000000006,1.5000000003206893e-07
306,mp-15074,Ir6P6Sr3,15,0.04475999999999747,7.000000010748408e-07
991,mp-27904,Fe4S4Sb4,12,0.04455999999999838,9.700000007661913e-07
100,mp-9064,Rb6Te6,12,0.043649999999998634,2.500000007010783e-07
923,mp-1367,Mg2Si,3,0.043139999999999734,2.3000000037853852e-07
1291,mp-568269,Bi4Ni4Tm4,12,0.042959999999999623,3.2000000070196363e-07
728,mp-6870,BBe2F2KO3,9,0.04228999999999994,1.0200000007953847e-06
821,mp-27934,Br4Cd2,6,0.04213999999999962,6.99999999298484e-07
1099,mp-8407,LaLi3P2,6,0.04187999999999992,7.800000005886432e-07
245,mp-9846,Ca2Rb2Sb2,6,0.04137000000000013,2.299999999344493e-07
831,mp-28483,Br6W,7,0.04125000000000023,3.100000002809189e-07
560,mp-27549,Ag2Bi2K4,8,0.04087999999999958,3.2000000027565534e-07
1273,mp-22786,Ni4Sn4Th4,12,0.04035999999999845,1.1699999998282529e-06
164,mp-541772,Bi8Br4Ru2,14,0.04031999999999947,9.100000000206165e-07
66,mp-27148,Be8P16,24,0.0398200000000013,3.600000004766457e-07
153,mp-2184,As8O12,20,0.03955999999999915,6.299999999459516e-07
998,mp-760417,I2ORb4,7,0.038799999999999724,3.500000000933312e-07
1083,mp-7017,N2NaNb,4,0.03845999999999972,7.199999991769346e-07
258,mp-3668,Cd2Ge2P4,8,0.03842000000000079,7.300000011145613e-07
1162,mp-864954,Mg2Mo2N4,8,0.038390000000001034,9.599999992726538e-07
885,mp-1821,Se4W2,6,0.038120000000000154,1.2999999943197338e-07
867,mp-16610,Ge24Os16,40,0.03775999999999691,4.779999987825079e-06
894,mp-1317,Co4Sb12,16,0.03739999999999988,4.6000000120116624e-07
332,mp-27869,Ba2ClP,4,0.037230000000000096,2.400000000957192e-07
889,mp-2488,Os4Si4,8,0.035199999999999676,1.4399999992420476e-06
1278,mp-30460,BiNiY,3,0.03504000000000012,2.90000000097157e-07
964,mp-17123,Os8Si16,24,0.03408000000001543,1.2099999970871522e-06
311,mp-36209,CuSe2Tm,4,0.03355,7.700000002053287e-07
805,mp-27484,O2Tl4,6,0.03324000000000016,4.700000002522131e-07
119,mp-2514,Mg24P16,40,0.033199999999997676,7.200000040619159e-07
791,mp-2646,Mg3Sb2,5,0.032859999999999445,1.099999997755674e-07
1059,mp-675349,CuDySe2,4,0.032600000000000004,7.100000001258877e-07
932,mp-23222,BiLi3,4,0.03218000000000032,2.9999999995311555e-07
1282,mp-3161,AlLiSi,3,0.03196999999999983,4.1999999988995285e-07
38,mp-7891,As2Mg3,5,0.03186,3.600000000325565e-07
844,mp-11342,Ga2Se2,4,0.03154999999999997,2.499999998128999e-07
62,mp-571195,Te3Zn3,6,0.03121999999999936,4.700000000301685e-07
868,mp-17173,Rh8S12,20,0.031199999999998784,3.500000000100645e-07
887,mp-862983,Cl6In2,8,0.03065999999999991,3.699999997497372e-07
546,mp-15236,Cr4Sb4Se12,20,0.03044000000000624,1.5599999976245726e-06
829,mp-23309,Cl6Sc2,8,0.0304399999999998,3.600000000325565e-07
363,mp-8405,LaLi3Sb2,6,0.029930000000001122,8.299999998406804e-07
431,mp-3486,K2Sb2Sn2,6,0.02972000000000019,3.0000000017516015e-07
454,mp-867193,AuBiSr2,4,0.029639999999999445,7.099999994597539e-07
753,mp-1863,As6Si6,12,0.02962000000000109,1.9999999989472883e-07
1412,mp-541771,Bi8I4Ru2,14,0.029110000000000413,1.070000001934801e-06
383,mp-23501,Bi6Fe6O18,30,0.02838000000001273,9.59999996386074e-07
59,mp-561258,S10Zn10,20,0.02819999999999756,9.400000016146492e-07
1008,mp-34903,Ge2Mg2P4,8,0.0275199999999991,6.099999994013672e-07
759,mp-31040,Cl8Nb2,10,0.027470000000000105,3.8999999973921007e-07
871,mp-22908,Bi4Cl12,16,0.027040000000000286,6.60000000318739e-07
899,mp-567841,Be24P16,40,0.02674999999998251,1.1799999954931195e-06
1270,mp-19886,Pt4Sn4Th4,12,0.026720000000000965,4.899999983543069e-07
1123,mp-568587,Cr3Cu3Se6,12,0.026640000000001218,2.7999999986649815e-07
197,mp-23267,Be2Cl4,6,0.02654000000000023,3.099999997258074e-07
1284,mp-3716,Ni4Sb4Tb4,12,0.026520000000000377,8.300000005623254e-07
130,mp-2534,As4Ga4,8,0.025320000000000675,4.800000001914384e-07
50,mp-13852,Ge6N8,14,0.025279999999998193,8.29999998952502e-07
126,mp-20351,InP,2,0.025069999999999926,4.799999997473492e-07
729,mp-7323,B3Be6F6O9Rb3,27,0.024960000000003202,2.1499999969254446e-06
430,mp-3481,As2K2Sn2,6,0.024640000000000217,4.1999999922381903e-07
1285,mp-4025,Ni4Sb4Tm4,12,0.024480000000000002,6.599999993472938e-07
884,mp-7444,Rb8Sb8,16,0.024339999999998696,2.4999999892472147e-07
1233,mp-10644,Se4TaTl3,8,0.024319999999999897,7.100000003479323e-07
1287,mp-4510,Dy4Ni4Sb4,12,0.024160000000000126,7.399999995827411e-07
842,mp-557308,S10Zn10,20,0.023819999999999286,8.100000021826759e-07
1293,mp-5920,Al4Ge4Li4,12,0.023600000000000954,5.29999998111208e-07
830,mp-27734,Br18Cr6,24,0.023580000000000045,4.7000000169550304e-07
345,mp-7863,O3Rb2Sn2,7,0.02340999999999971,9.299999994549779e-07
780,mp-15953,P8Rh4,12,0.023409999999999265,1.9100000008265283e-06
1286,mp-4174,Ho4Ni4Sb4,12,0.023360000000000658,1.1900000008585598e-06
836,mp-28256,Se18V4,22,0.02306000000000008,6.700000008130758e-07
