time_ps,P_autocorr_avg,alpha_autocorr_avg
3.769599999999999795e+01,-5.174051964431909158e-03,-1.753756295073843549e-02
3.769800000000000040e+01,-4.784990411776698059e-03,-1.788485201735592889e-02
3.770000000000000284e+01,-3.900631492986149189e-03,-1.757556132579206690e-02
3.770199999999999818e+01,-2.527041465732262487e-03,-1.664353795112726367e-02
3.770400000000000063e+01,-7.362605414814754091e-04,-1.515655623266894299e-02
3.770600000000000307e+01,1.339653565998336201e-03,-1.321162889980102492e-02
3.770799999999999841e+01,3.523505628993589111e-03,-1.092759462955042449e-02
3.771000000000000085e+01,5.614639277681594993e-03,-8.435880302933032593e-03
3.771200000000000330e+01,7.414364348922229328e-03,-5.870385645616975345e-03
3.771399999999999864e+01,8.751478704432425620e-03,-3.357541261644549253e-03
3.771600000000000108e+01,9.504222292979782466e-03,-1.007837529995651892e-03
3.771800000000000352e+01,9.615315778624670962e-03,1.089947055691789252e-03
3.771999999999999886e+01,9.097940917013431009e-03,2.870785774397498647e-03
3.772200000000000131e+01,8.031685224247157515e-03,4.291778045010737758e-03
3.772399999999999665e+01,6.549191053071591606e-03,5.327666889300850840e-03
3.772599999999999909e+01,4.815738053954933366e-03,5.965135768716730777e-03
3.772800000000000153e+01,3.004994460313212441e-03,6.197469353243365703e-03
3.772999999999999687e+01,1.274885848090806257e-03,6.020617971474071135e-03
3.773199999999999932e+01,-2.527669586151316361e-04,5.430916744240936282e-03
3.773400000000000176e+01,-1.505871991013238258e-03,4.424182520625444259e-03
3.773599999999999710e+01,-2.467236948171109157e-03,2.996120427505174610e-03
3.773799999999999955e+01,-3.170984454177287314e-03,1.144062965298173369e-03
3.774000000000000199e+01,-3.691201545283235089e-03,-1.129535968421896365e-03
3.774199999999999733e+01,-4.124904486666063769e-03,-3.811837667507323498e-03
3.774399999999999977e+01,-4.572060918236765456e-03,-6.873257358267079870e-03
3.774600000000000222e+01,-5.115743317474227315e-03,-1.026159999032904592e-02
3.774799999999999756e+01,-5.805320972017114466e-03,-1.389896505469325610e-02
